#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
S09450	9450	1976-097D	C  F        	Blenda	Sunshade	1976 Sep 24	S09439	1976 Oct  6	Earth	1976 Oct  8	R	-	GUKOSR	SU	TSSKB	Zenit BZA	-	25	 	25	 	0	 	1	?	0.4	?	1	?	Box	1976 Oct  6	173	 	323	 	62.8	 	LLEO/I	-	-
S09451	9451	1976-097E	C  K        	KDU part	KDU part	1976 Sep 24	S09449	1976 Oct  6	Earth	1976 Oct  9	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct  6	173	 	300	 	62.81	 	LLEO/I	-	-
S09452	9452	1966-056R	D  J        	deb Pageos	RCS 0.6	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Mar  8	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Jan  6	541	 	7394	 	82.21	 	MEO	-	-
S09453	9453	1966-056S	D  J        	deb Pageos	RCS 12.3	1966 Jun 24	S02253	1976 Sep 10	Earth	1981 Apr 13	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1981 Feb  6	607	 	6860	 	83.52	 	MEO	-	-
S09454	9454	1966-056T	D  J        	deb Pageos	-	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Feb  8	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Jan 15	518	 	7178	 	81.85	 	MEO	-	-
S09455	9455	1966-056U	D  J        	deb Pageos	RCS 14.5	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Mar  3	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Feb 14	415	 	7512	 	82.1	 	MEO	-	-
S09456	9456	1966-056V	D  J        	deb Pageos	RCS 0.0	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Feb 14	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct 25	870	 	7196	 	82.44	 	MEO	-	-
S09457	9457	1966-056W	D  J        	deb Pageos	RCS 0.0	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Aug 20	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Jul 26	541	 	7385	 	82.66	 	MEO	-	-
S09458	9458	1966-056X	D  J        	deb Pageos	RCS 0.5	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Jun 29	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Mar  4	611	 	7409	 	82.45	 	MEO	-	-
S09459	9459	1966-056Y	D  J        	deb Pageos	RCS 0.5	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Jul  2	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Mar 18	575	 	7462	 	82.68	 	MEO	-	-
S09460	9460	1966-056Z	D  J        	deb Pageos	RCS 7.4	1966 Jun 24	S02253	1976 Sep 10	Earth	1990 Jan  9	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1990 Jan  9	285	 	470	 	81.34	 	LLEO/I	-	-
S09461	9461	1966-056AA	D  J        	deb Pageos	RCS 2.3	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Dec 16	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Jun 13	303	 	5709	 	83.71	 	MEO	-	-
S09462	9462	1966-056AB	D  J        	deb Pageos	RCS 0.0	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Feb  9	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Feb  7	421	 	7515	 	81.85	 	MEO	-	-
S09463	9463	1966-056AC	D  J        	deb Pageos	RCS 4.3	1966 Jun 24	S02253	1976 Sep 10	Earth	1981 Apr 13	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct  7	1187	 	6943	 	83.38	 	MEO	-	-
S09464	9464	1966-056AD	D  J        	deb Pageos	RCS 0.8	1966 Jun 24	S02253	1976 Sep 10	Earth	1980 Aug 22	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1980 Jun 29	1591	 	4688	 	84.62	 	MEO	-	-
S09465	9465	1966-056AE	D  J        	deb Pageos	RCS 0.0	1966 Jun 24	S02253	1976 Sep 10	Earth	1981 Apr 13	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct  7	1210	 	6958	 	83.39	 	MEO	-	-
S09466	9466	1966-056AF	D  J        	deb Pageos	RCS 0.8	1966 Jun 24	S02253	1976 Sep 10	Earth	1989 Feb  2	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct  7	950	 	7095	 	83.28	 	MEO	-	-
S09467	9467	1966-056AG	D  J        	deb Pageos	-	1966 Jun 24	S02253	1976 Sep 10	Earth	1977 Apr 18	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Mar  5	483	 	7398	 	82.3	 	MEO	-	-
S09468	9468	1966-056AH	D  J        	deb Pageos	RCS 0.3	1966 Jun 24	S02253	1976 Sep 10	Earth	-	O	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1980 Feb 28	3433	 	5004	 	85.74	 	MEO	-	-
S09469	9469	1966-056AJ	D  J        	deb Pageos	RCS 0.8	1966 Jun 24	S02253	1976 Sep 10	Earth	1982 Nov 25	R	-	LARCN	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1982 May 26	581	 	7358	 	84.64	 	MEO	-	-
S09470	9470	1976-097F	C  F        	PTDU cover?	KDU part	1976 Sep 24	S09439	1976 Oct  7 0521?	Earth	1976 Oct 11	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct  9	210	 	398	 	62.78	 	LLEO/I	-	-
S09471	9471	1976-099A	P           	Kosmos-859	Germes No. 64L	1976 Oct 10	S09472	1976 Oct 10 0943	Earth	1976 Oct 21 0625?	L	-	GUKOSR	SU	TSSKB	Zenit-4MK	-	2310	 	2310	 	6010	 	6	?	2.2	 	6	 	Sphere + DCone	1976 Oct 12	171	 	314	 	64.99	 	LLEO/I	-	"Zenit-4MK No. 64L:P,11F692 No. 780-26-664:RA"
S09472	9472	1976-099B	R3          	11S510	11S510	1976 Oct 10	R36578	1976 Oct 10 0943	Earth	1976 Oct 15	R	-	RVSN	SU	PROG	Blok-I	-	2350	 	2350	 	2350	 	6.7	 	2.7	 	6.7	 	Cyl	1976 Oct 12	168	 	296	 	64.99	 	LLEO/I	-	-
S09473	9473	1976-099C	C  F        	Sensor cover	Zenit-4MK sensor cover	1976 Oct 10	S09471	1976 Oct 10 0945?	Earth	1976 Oct 11	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct 11	164	 	273	 	64.98	 	LLEO/I	-	-
S09474	9474	1976-091D	C  F        	DMSP F-1 OLS Cover?	-	1976 Sep 11	S09415	1976 Oct 10?	Earth	1980 Sep 20	R	-	SAMSO	US	-	-	-	5	?	5	?	5	?	0.4	 	1	 	1	 	Disk	1977 Jan  1	814	 	848	 	98.73	 	LEO/S	-	-
S09475	9475	1976-037N	PX-C---     	Kosmos-816 SS 11	ESO	1976 Apr 28	S08812	1976 Oct 10	Earth	1977 Sep  2	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 10	466	 	521	 	65.76	 	LLEO/I	-	-
S09476	9476	1976-037P	PX-C---     	Kosmos-816 SS 12	ESO	1976 Apr 28	S08812	1976 Oct 10	Earth	1977 Sep 16	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 10	472	 	522	 	65.87	 	LLEO/I	-	-
S09477	9477	1976-100A	PH H        	Soyuz-23	Soyuz 7K-T(A9) No. 65	1976 Oct 14	S09480	1976 Oct 14 1747:06	Earth	1976 Oct 16 1745:53	L	68.9E 50.4N	NPOE	SU	NPOE	7K-T A9	-	2850	 	2850	 	6800	 	7.2	 	2.2	 	7.2	 	Sphere + Cone + Cyl	1976 Oct 15	229	 	270	 	51.59	 	LLEO/I	-	-
S09478	9478	1976-101A	P           	Marisat 102	Marisat C	1976 Oct 14	S09542	1976 Oct 14 2309	Earth	-	O	-	COM	US	HSES	HS-356	FW5	360	 	286	 	655	 	1.6	 	2.2	 	3.8	 	Cyl + Dish	1977 Jan 18	35781	 	35791	 	2.1	 	GEO/S	-	Marisat F-2:P
S09479	9479	1976-101B	R2          	Delta 127	Delta SSPU DSV-3P-4	1976 Oct 14	R36595	1976 Oct 14 2253	Earth	1976 Nov 15	R	-	GSFC	US	MDAC	Delta/TR-201	-	845	 	845	 	845	 	6	 	1.4	 	6	 	Cyl + Skirt + Nozzle	1976 Oct 21	180	 	572	 	28.58	 	LLEO/I	-	Delta 2914
S09480	9480	1976-100B	R3          	11S510	11S510	1976 Oct 14	R36591	1976 Oct 14 1747:03	Earth	1976 Oct 16	R	-	RVSN	SU	PROG	Blok-I	-	2350	 	2350	 	2350	 	6.7	 	2.7	 	6.7	 	Cyl	1976 Oct 15	183	 	219	 	51.61	 	LLEO/I	-	-
S09481	9481	1976-102A	P           	Meteor	Meteor (M) No. 35L	1976 Oct 15	S09482	1976 Oct 15 2310?	Earth	-	O	-	GUKOSR/GMS	SU	VNIEM	Meteor	-	1280	 	1280	 	1280	 	4.5	 	1.4	 	4.5	 	Cyl + 2 Pan	1993 Jan 14	839	 	890	 	81.25	 	LEO/I	-	":C,:RC,11F614M No. 670-11-1-35:RA"
S09482	9482	1976-102B	R3          	8A92ME	8A92ME	1976 Oct 15	R36599	1976 Oct 15 2310?	Earth	-	O	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1993 Aug 17	829	 	914	 	81.27	 	LEO/I	-	-
S09483	9483	1976-091E	C  F        	DMSP F-1 OLS Cooler Cover?	-	1976 Sep 11	S09415	1976 Oct 10?	Earth	1983 Aug 24	R	-	SAMSO	US	-	-	-	1	?	1	?	1	?	0.1	 	0.3	 	0.3	 	Disk	1977 Jan  1	816	 	852	 	98.7	 	LEO/S	-	-
S09484	9484	1976-091F	C  X        	deb DMSP Block 5D F-1	-	1976 Sep 11	S09415	1976 Oct 10?	Earth	1983?	R	-	SAMSO	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Jan  1	815	?	852	?	98.7	 	LEO/S	-	-
S09485	9485	1976-037Q	PX-C---     	Kosmos-816 SS 13	ESO	1976 Apr 28	S08812	1976 Oct 15	Earth	1977 Oct 28	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 17	468	 	520	 	65.8	 	LLEO/I	-	-
S09486	9486	1976-103A	P  N        	Kosmos-860	US-A No. 323 ROCh	1976 Oct 17	S09531	1976 Nov 10 1453?	Earth	-	O	-	VMF	SU	KOMET	US-A reactor	-	1150	 	1150	 	3800	 	5.8	 	1.3	 	5.8	 	Cyl	1976 Nov 16	918	 	1007	 	64.7	 	LEO/I	-	-
S09487	9487	1976-037R	PX-C---     	Kosmos-816 SS 14	ESO	1976 Apr 28	S08812	1976 Oct 15	Earth	1977 Sep  7	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 13	472	 	520	 	65.86	 	LLEO/I	-	-
S09488	9488	1976-037S	PX-C---     	Kosmos-816 SS 15	ESO	1976 Apr 28	S08812	1976 Oct 15	Earth	1977 Sep 27	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 13	471	 	519	 	65.8	 	LLEO/I	-	-
S09489	9489	1976-037T	PX-C---     	Kosmos-816 SS 16	ESO	1976 Apr 28	S08812	1976 Oct 15	Earth	1977 Sep 24	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 16	471	 	521	 	65.84	 	LLEO/I	-	-
S09490	9490	1976-037U	PX-C---     	Kosmos-816 SS 17	ESO	1976 Apr 28	S08812	1976 Oct 15	Earth	1977 Sep 15	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 16	470	 	518	 	65.81	 	LLEO/I	-	-
S09491	9491	1976-099D	C  M        	KDU	KDU	1976 Oct 10	S09471	1976 Oct 20?	Earth	1976 Oct 24	R	-	GUKOSR	SU	TSSKB	Zenit KDU	-	425	?	140	?	0	 	1	 	0.4	 	1	 	Frust	1976 Oct 20	166	 	300	 	64.99	 	LLEO/I	-	-
S09492	9492	1976-099E	C  F        	Blenda	Sunshade	1976 Oct 10	S09471	1976 Oct 20?	Earth	1976 Oct 25	R	-	GUKOSR	SU	TSSKB	Zenit BZA	-	25	 	25	 	0	 	1	?	0.4	?	1	?	Box	1976 Oct 20	166	 	287	 	64.98	 	LLEO/I	-	-
S09493	9493	1976-101C	C  F        	Delta 127 clamp band?	-	1976 Oct 14	S09479	1976 Oct 14 2307	Earth	1976 Nov  1	R	-	GSFC	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct 21	177	 	517	 	28.59	 	LLEO/I	-	-
S09494	9494	1976-104A	P  N        	Kosmos-861	US-A No. 324 ROCh	1976 Oct 21	S09631	1976 Dec 20 1547?	Earth	-	O	-	VMF	SU	KOMET	US-A reactor	-	1150	 	1150	 	3800	 	5.8	 	1.3	 	5.8	 	Cyl	1976 Nov 20	250	 	263	 	64.95	 	LLEO/I	-	-
S09495	9495	1976-105A	P           	Kosmos-862	US-K 5V95 No. 3002 (IR)	1976 Oct 22	S09506	1976 Oct 22 1015?	Earth	-	O	-	PVO	SU	NPOL/KOMET	Oko	-	1250	?	1150	?	1250	?	4	 	2	 	5	 	Cyl + 2 Pan	1976 Dec  3	613	 	39763	 	62.93	 	HEO/M	-	-
S09496	9496	1976-105B	R3          	11S510	11S510	1976 Oct 22	R36610	1976 Oct 22 0920	Earth	1976 Dec 27	R	-	RVSN	SU	PROG	Blok-I	-	2700	 	2700	 	2700	 	7.2	 	2.7	 	7.2	 	Cyl	1976 Nov 21	214	 	442	 	62.77	 	LLEO/I	-	-
S09497	9497	1976-105C	C  M        	BOZ	BOZ	1976 Oct 22	S09506	1976 Oct 22 1012?	Earth	1976 Dec 10	R	-	RVSN	SU	NPOE	BOZ	-	328	 	328	 	328	 	1	 	2.3	 	1	 	Cyl	1976 Oct 29	196	 	561	 	62.85	 	LLEO/I	-	-
S09498	9498	1976-101D	C  F        	Delta 127 clamp band?	-	1976 Oct 14	S09479	1976 Oct 14 2307	Earth	1976 Nov  4	R	-	GSFC	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct 21	179	 	514	 	28.57	 	LLEO/I	-	-
S09499	9499	1976-106A	P           	Kosmos-863	Germes No. 76L	1976 Oct 25	S09500	1976 Oct 25 1438	Earth	1976 Nov  5 0655?	L	-	GUKOSR	SU	TSSKB	Zenit-4MK	-	2310	 	2310	 	6010	 	6	?	2.2	 	6	 	Sphere + DCone	1976 Oct 27	170	 	317	 	62.81	 	LLEO/I	-	"Zenit-4MK No. 76L:P,11F692 No. 760-42-686:RA"
S09500	9500	1976-106B	R3          	11S510	11S510	1976 Oct 25	R36616	1976 Oct 25 1438	Earth	1976 Nov  1	R	-	RVSN	SU	PROG	Blok-I	-	2350	 	2350	 	2350	 	6.7	 	2.7	 	6.7	 	Cyl	1976 Oct 27	176	 	324	 	62.81	 	LLEO/I	-	-
S09501	9501	1976-106C	C  F        	Sensor cover	Zenit-4MK sensor cover	1976 Oct 25	S09499	1976 Oct 25 1440?	Earth	1976 Oct 29	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct 27	174	 	345	 	62.8	 	LLEO/I	-	-
S09502	9502	1976-106D	C  F        	Sensor cover	Zenit-4MK sensor cover	1976 Oct 25	S09499	1976 Oct 25 1440?	Earth	1976 Oct 26	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Oct 26	163	 	266	 	62.77	 	LLEO/I	-	-
S09503	9503	1976-107A	P           	Ekran	Ekran No. 11L	1976 Oct 26	S11569	1976 Oct 26 2127?	Earth	-	O	-	MSVYAZ	SU	OKB10	Ekran	-	2000	 	1850	?	2000	 	5.5	?	2.5	?	9	?	Cyl + 2 Pan + Plate	1977 Mar 19	35532	 	36042	 	0.09	 	GEO/S	-	-
S09504	9504	1976-107B	R3          	8S812	8S812	1976 Oct 26	R36625	1976 Oct 26 1459	Earth	1976 Oct 29	R	-	RVSN	SU	ZIKH	8S812	-	4185	 	4185	 	4185	 	6.5	 	4.2	 	6.5	 	Cyl	1976 Oct 28	161	 	173	 	51.5	 	LLEO/I	-	-
S09505	9505	1976-107C	C  A        	Perekhodnik	Sredniy perekhodnik	1976 Oct 26	S09504	1976 Oct 26 1459	Earth	1976 Oct 27	R	-	RVSN	SU	ZIKH	Adapter	-	800	 	800	 	800	 	4	 	3.7	 	4	 	Cyl	1976 Oct 26	182	 	185	 	51.47	 	LLEO/I	-	-
S09506	9506	1976-105D	R4          	Blok-L	Blok-L	1976 Oct 22	S09496	1976 Oct 22 0920	Earth	1993 Nov 16	R	-	RVSN	SU	NPOE	Blok-L	-	4500	?	1000	?	1000	?	3.3	 	2.4	 	3.3	 	Cyl	1993 Aug 16	304	 	39742	 	62.77	 	HEO/M	-	-
S09507	9507	1976-037V	PX-C---     	Kosmos-816 SS 18	ESO	1976 Apr 28	S08812	1976 Oct 25	Earth	1977 Aug  1	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 28	461	 	507	 	65.86	 	LLEO/I	-	-
S09508	9508	1976-037W	PX-C---     	Kosmos-816 SS 19	ESO	1976 Apr 28	S08812	1976 Oct 25	Earth	1977 Sep 17	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 28	467	 	519	 	65.81	 	LLEO/I	-	-
S09509	9509	1976-108A	P           	Kosmos-864	Parus	1976 Oct 29	S09510	1976 Oct 29 1343?	Earth	-	O	-	VMF	SU	OAZ	KAUR-1 11F627	-	800	 	800	 	800	 	5	 	2.1	 	17	 	Cyl + Ant	1976 Nov 28	964	 	1009	 	82.94	 	LEO/I	-	Tsiklon-B [No. 6]:JP
S09510	9510	1976-108B	R2          	S3M	S3M	1976 Oct 29	R36649	1976 Oct 29 1248?	Earth	-	O	-	RVSN	SU	OAZ	S3	-	1434	 	1434	 	1434	 	4.2	 	2.4	 	4.2	 	Cyl	1991 Mar 27	957	 	996	 	82.94	 	LEO/I	-	-
S09511	9511	1976-037X	PX-C---     	Kosmos-816 SS 20	ESO	1976 Apr 28	S08812	1976 Oct 29	Earth	1977 Oct 12	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 31	473	 	526	 	65.81	 	LLEO/I	-	-
S09512	9512	1976-037Y	PX-C---     	Kosmos-816 SS 21	ESO	1976 Apr 28	S08812	1976 Oct 29	Earth	1977 Sep  3	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 31	463	 	515	 	65.85	 	LLEO/I	-	-
S09513	9513	1976-037Z	PX-C---     	Kosmos-816 SS 22	ESO	1976 Apr 28	S08812	1976 Oct 29	Earth	1977 Sep 17	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Oct 31	465	 	516	 	65.82	 	LLEO/I	-	-
S09514	9514	1976-037AA	PX-C---     	Kosmos-816 SS 23	ESO	1976 Apr 28	S08812	1976 Oct 29	Earth	1977 Oct 17	R	-	PVO	SU	YUZH	ESO	-	5	?	5	?	0	 	0.2	?	0.2	?	0.2	?	Sphere	1976 Nov  1	471	 	523	 	65.84	 	LLEO/I	-	-
S09515	9515	1976-109A	P           	Kosmos-865	Gektor No. 73L	1976 Nov  1	S09516	1976 Nov  1 1128	Earth	1976 Nov 13 0619?	L	-	GUKOSR	SU	TSSKB	Zenit-2M	-	2200	?	2200	?	5400	?	6.5	?	2.4	?	6.5	?	Sphere + DCone	1976 Nov  3	201	 	323	 	72.88	 	LLEO/I	-	"Zenit-2M No. 73L:P,11F690 No. 780-26-223:RA"
S09516	9516	1976-109B	R3          	11S510	11S510	1976 Nov  1	R36666	1976 Nov  1 1128	Earth	1976 Nov 14	R	-	RVSN	SU	PROG	Blok-I	-	2350	 	2350	 	2350	 	6.7	 	2.7	 	6.7	 	Cyl	1976 Nov  3	207	 	295	 	72.87	 	LLEO/I	-	-
S09517	9517	1976-109C	C  F        	Sensor cover	Zenit-2M sensor cover	1976 Nov  1	S09515	1976 Nov  1 1130?	Earth	1976 Nov  5	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  2	200	 	279	 	72.85	 	LLEO/I	-	-
S09518	9518	1976-091G	C  X        	deb DMSP Block 5D F-1	-	1976 Sep 11	S09415	1976 Oct?	Earth	1985?	R	-	SAMSO	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1977 Jan  1	816	 	846	 	98.7	 	LEO/S	-	-
S09519	9519	1976-109D	C  F        	Sensor cover	Zenit-2M sensor cover	1976 Nov  1	S09515	1976 Nov  1 1130?	Earth	1976 Nov  7	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  3	193	 	321	 	72.93	 	LLEO/I	-	-
S09520	9520	1976-109E	C  F        	Sensor cover	Zenit-2M sensor cover	1976 Nov  1	S09515	1976 Nov  1 1130?	Earth	1976 Nov 22	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  9	199	 	296	 	72.88	 	LLEO/I	-	-
S09521	9521	1976-106E	C  M        	KDU	KDU	1976 Oct 25	S09499	1976 Nov  4?	Earth	1976 Nov 11	R	-	GUKOSR	SU	TSSKB	Zenit KDU	-	425	?	140	?	0	 	1	 	0.4	 	1	 	Frust	1976 Nov  5	165	 	320	 	62.8	 	LLEO/I	-	-
S09522	9522	1976-106F	C  F        	Blenda	Sunshade	1976 Oct 25	S09499	1976 Nov  4?	Earth	1976 Nov  7	R	-	GUKOSR	SU	TSSKB	Zenit BZA	-	25	 	25	 	0	 	1	?	0.4	?	1	?	Box	1976 Nov  4	156	 	324	 	62.81	 	LLEO/I	-	-
S09523	9523	1976-109F	C  F        	Sensor cover	Zenit-2M sensor cover	1976 Nov  1	S09515	1976 Nov  1 1130?	Earth	1976 Nov 10	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  4	199	 	291	 	72.87	 	LLEO/I	-	-
S09524	9524	1976-106G	C  K        	KDU part	KDU part	1976 Oct 25	S09521	1976 Nov  4?	Earth	1976 Nov  7	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  5	164	 	321	 	62.81	 	LLEO/I	-	-
S09525	9525	1976-109G	PX-C---     	Kosmos-865 subsatellite?	MKA?	1976 Nov  1	S09515	1976 Nov  5?	Earth	1977 Feb 10	R	-	GUKOSR	SU	TSSKB	Zenit MKA?	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Dec  2	214	 	431	 	72.86	 	LLEO/I	-	-
S09526	9526	1976-109H	C  K        	Kosmos-865 subsat part?	MKA part?	1976 Nov  1	S09525	1976 Nov  5?	Earth	1977 Feb  5	R	-	GUKOSR	SU	TSSKB	Zenit MKA deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Dec  1	214	 	420	 	72.85	 	LLEO/I	-	-
S09527	9527	1976-106H	C  F        	PTDU cover	KDU part	1976 Oct 25	S09521	1976 Nov  5 0624?	Earth	1976 Nov  9	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  6	204	 	452	 	62.79	 	LLEO/I	-	-
S09528	9528	1976-106J	C  F        	PTDU cover	KDU part	1976 Oct 25	S09521	1976 Nov  5 0624?	Earth	1976 Nov 10	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  6	203	 	464	 	62.72	 	LLEO/I	-	-
S09529	9529	1976-106K	C  K        	Zenit-4MK part?	KDU part	1976 Oct 25	S09521	1976 Nov  5 0624?	Earth	1976 Nov  7	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov  5	204	 	273	 	63	 	LLEO/I	-	-
S09530	9530	1974-094E	R3          	Star 37D S/N 026	Star 37D/Adapter	1974 Nov 23	S07550	1974 Nov 23 0051	Earth	2000 Jul 18	R	-	GSFC	US	THKE	Star 37	-	752	 	99	 	99	 	1	 	0.9	 	1	 	Sphere + Cone	1999 Sep 21	233	 	2261	 	24.35	 	LEO/E	-	-
S09531	9531	1976-103B	C  M        	Kosmos-860 DU	US-A DU	1976 Oct 17	A02759	1976 Oct 17 1811	Earth	1976 Dec 29	R	-	VMF	SU	KOMET	US-A	-	2150	 	1650	 	0	 	3.7	 	1.3	 	3.7	 	Cyl	1976 Nov 16	240	 	256	 	65.04	 	LLEO/I	-	-
S09532	9532	1976-110A	P           	Kosmos-866	Germes No. 73L	1976 Nov 11	S09533	1976 Nov 11 1053	Earth	1976 Nov 23 0809?	L	-	GUKOSR	SU	TSSKB	Zenit-4MK	-	2310	 	2310	 	6010	 	6	?	2.2	 	6	 	Sphere + DCone	1976 Nov 13	176	 	315	 	64.98	 	LLEO/I	-	"Zenit-4MK No. 73L:P,11F692 No. 780-26-673:RA"
S09533	9533	1976-110B	R3          	11S510	11S510	1976 Nov 11	R36705	1976 Nov 11 1053	Earth	1976 Nov 14	R	-	RVSN	SU	PROG	Blok-I	-	2350	 	2350	 	2350	 	6.7	 	2.7	 	6.7	 	Cyl	1976 Nov 13	166	 	248	 	64.98	 	LLEO/I	-	-
S09534	9534	1976-110C	C  F        	Sensor cover	Zenit-4MK sensor cover	1976 Nov 11	S09532	1976 Nov 11 1055?	Earth	1976 Nov 16	R	-	GUKOSR	SU	TSSKB	Zenit deb	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1976 Nov 11	151	 	220	 	65.02	 	LLEO/I	-	-
