#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
S00242	242	1962 DEL	P A         	FTV 2301	Project 102 Group 0-D	1962 Feb 21	A00170	1962 Feb 21 1851	Earth	1962 Mar  9	AR	-	NRO/SAFSP	US	LMSC/CHAIL	SAMOS F-1	-	289	 	289	 	1089	 	4	?	1.5	 	4	?	Irr	1962 Mar  3	169	 	220	 	81.94	 	LLEO/I	-	"NRO Mission 7151,SAMOS F-1 No. 3:P"
S00243	243	1961 OMI 71	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Feb 21	974	 	1037	 	66.47	 	LEO/I	-	-
S00244	244	1961 OMI 72	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Feb 21	880	 	1004	 	66.8	 	LEO/I	-	-
S00245	245	1961 OMI 73	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Feb 21	869	 	1001	 	66.09	 	LEO/I	-	-
S00246	246	1961 OMI 74	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1994 May 10	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Feb 21	902	 	1005	 	66.85	 	LEO/I	-	-
S00247	247	1962 EPS 1	P A         	Discoverer 38	CORONA M-1	1962 Feb 27	A00171	1962 Feb 27 1946	Earth	1962 Mar 21	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	184	 	184	 	1244	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Mar  7	207	 	357	 	82.23	 	LLEO/I	-	":C,:CC,NRO Mission 9031:CM,MURAL 1,CORONA 38:CA"
S00248	248	1962 EPS 2	C  F        	Discoverer 38 camera door	-	1962 Feb 27	S00247	1962 Feb 27 1950?	Earth	1962 Mar  3	R	-	NRO/CIA	US	-	-	-	1	 	1	 	1	 	0	 	0	 	0	 	Pan	1962 Feb 28	207	 	237	 	82.23	 	LLEO/I	-	-
S00249	249	1962 EPS 3	C  F        	Discoverer 38 camera door	-	1962 Feb 27	S00247	1962 Feb 27 1950?	Earth	1962 Mar  3	R	-	NRO/CIA	US	-	-	-	1	 	1	 	1	 	0	 	0	 	0	 	Pan	1962 Feb 28	207	 	251	 	82.23	 	LLEO/I	-	-
S00250	250	1961 OMI 75	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Sep 13	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Feb 28	666	 	1003	 	67.04	 	LEO/I	-	-
S00251	251	1962 EPS 4	C  F        	Discoverer 38 camera door	-	1962 Feb 27	S00247	1962 Feb 27 1950?	Earth	1962 Mar  7	R	-	NRO/CIA	US	-	-	-	1	 	1	 	1	 	0	 	0	 	0	 	Pan	1962 Mar  4	207	 	433	 	82.23	 	LLEO/I	-	-
S00252	252	1961 OMI 76	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  9	972	 	1071	 	67.09	 	LEO/I	-	-
S00253	253	1961 OMI 77	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  1	818	 	985	 	66.82	 	LEO/I	-	-
S00254	254	1961 OMI 78	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  9	793	 	988	 	66.87	 	LEO/I	-	-
S00255	255	1962 ZET 1	P           	OSO 1	NASA S-16	1962 Mar  7	S00257	1962 Mar  7 1615?	Earth	1981 Oct  8	R	-	GSFC	US	BALL	OSO	-	208	 	208	 	208	 	0.9	 	1.1	 	2.3	 	Cyl + Sail + 3 Ant	1962 Apr 19	546	 	601	 	32.83	 	LLEO/I	-	OSO A:P
S00256	256	1962 ETA 1	P           	Samos 6	SAMOS E-5 No. 3	1962 Mar  7	A00175	1962 Mar  9 2330?	Earth	1963 Jun  7 2130?	R	-	AFSMS	US	LMSC	E-5 RV	-	600	?	600	?	600	?	2	?	1.6	 	2	 	Cone	1962 Apr 10	241	 	655	 	90.89	 	LLEO/P	-	-
S00257	257	1962 ZET 2	R3          	Altair	Altair X-248-A5	1962 Mar  7	R05683	1962 Mar  7 1615?	Earth	1970 May  3 0630?	R	-	GSFC	US	ABL	Altair	-	24	 	24	 	24	 	1.5	 	0.5	 	1.5	 	Cyl	1962 Apr  6	573	 	583	 	32.81	 	LLEO/I	-	-
S00258	258	1962 ETA 2	C  T        	Samos 6 Reflector	Samos 6 Reflector	1962 Mar  7	S00259	1962 Mar  9 2330?	Earth	1962 Mar 31	R	-	AFSMS	US	LMSC	Samos 101B RFL	-	300	?	300	?	300	?	0.2	?	1.5	 	1.5	 	Disk	1962 Mar 18	219	 	323	 	90.85	 	LLEO/P	-	-
S00259	259	1962 ETA 3	PXA         	S.T. LOW	AFTRACK 21 (S.T. LOW)	1962 Mar  7	A00175	1962 Mar  7 2219	Earth	1962 Nov  3 0930?	AR	-	SAFSP	US	AIL	AFTRACK	-	5	?	5	?	2580	 	0.1	?	0.2	?	0.2	?	Box	1962 Mar  7	235	 	380	 	90.82	 	LLEO/P	-	-
S00260	260	1961 OMI 79	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  6	841	 	990	 	66.76	 	LEO/I	-	-
S00261	261	1961 OMI 80	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  8	835	 	1012	 	66.69	 	LEO/I	-	-
S00262	262	1961 OMI 81	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar 11	810	 	1053	 	66.46	 	LEO/I	-	-
S00263	263	1961 OMI 82	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  5	741	 	1004	 	66.57	 	LEO/I	-	-
S00264	264	1961 OMI 83	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  9	928	 	988	 	66.57	 	LEO/I	-	-
S00265	265	1961 OMI 84	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1978 Oct 12	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar  5	602	 	972	 	66.65	 	LEO/I	-	-
S00266	266	1962 THE 1	P           	Kosmos-1	DS-2 No. 1	1962 Mar 16	S00267	1962 Mar 16 1206	Earth	1962 May 25	R	-	OKB586	SU	OKB586	DS	-	47	 	47	 	47	 	1.2	?	1.2	?	1.2	?	Sphere	1962 Apr 16	208	 	731	 	49.02	 	LLEO/I	-	-
S00267	267	1962 THE 2	R2          	S1	S1	1962 Mar 16	R05705	1962 Mar 16 1206	Earth	1962 Jun 18	R	-	RVSN	SU	OKB586	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1962 Apr 15	209	 	785	 	49.04	 	LLEO/I	-	-
S00268	268	1961 OMI 85	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Mar 28	973	 	2040	 	67.82	 	LEO/I	-	-
S00269	269	1962 IOT 1	P           	Kosmos-2	1MS No. 1	1962 Apr  6	S00270	1962 Apr  6 1722	Earth	1963 Aug 20	R	-	OKB1	SU	OKB1	MS	-	224	 	224	 	224	 	1.8	?	1.2	?	1.8	?	Ell	1962 May 14	218	 	1449	 	48.95	 	LEO/I	-	-
S00270	270	1962 IOT 2	R2          	S1	S1	1962 Apr  6	R05776	1962 Apr  6 1722	Earth	1962 Oct  6	R	-	RVSN	SU	OKB586	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1962 May 13	210	 	1316	 	48.94	 	LEO/I	-	-
S00271	271	1962 KAP 1	P A         	Midas 5	Midas ETS-II F3	1962 Apr  9	A00178	1962 Apr  9 1514	Earth	-	AO	-	AFSSD	US	LMSC	Midas	-	840	 	840	?	1543	?	2	 	1.5	 	2	 	Cone	1962 Sep 16	2818	 	3370	 	86.69	 	MEO	-	FTV 1203
S00272	272	1962 KAP 2	C  F        	Midas 5 Fairing	-	1962 Apr  9	A00178	1962 Apr  9 1514	Earth	1962 May  4	R	-	AFSSD	US	-	-	-	50	?	50	?	50	?	2.5	 	1.5	 	2.5	 	Cone	1962 Apr 11	98	 	2729	 	86.64	 	LEO/P	-	-
S00273	273	1962 KAP 3	C  F        	Midas V solar array cover	Strongback	1962 Apr  9	A00178	1962 Apr  9 1600?	Earth	-	O	-	AFSSD	US	-	-	-	10	?	10	?	10	?	1.5	 	0.3	 	1.5	 	Pan	1962 Jun  7	2784	 	3378	 	86.65	 	MEO	-	-
S00274	274	1962 KAP 4	C  F        	Midas V solar array cover	Strongback	1962 Apr  9	A00178	1962 Apr  9 1600?	Earth	-	O	-	AFSSD	US	-	-	-	10	?	10	?	10	?	1.5	 	0.3	 	1.5	 	Pan	1962 Jun  5	2784	 	3438	 	86.65	 	MEO	-	-
S00275	275	1961 OMI 86	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	2001 Dec  1	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jul  7	817	 	983	 	66.79	 	LEO/I	-	-
S00276	276	1962 LAM 1	P A         	Discoverer 39	CORONA M-2	1962 Apr 18	A00183	1962 Apr 18 0101	Earth	1962 May 28	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	154	 	154	 	1214	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Apr 19	201	 	504	 	73.5	 	LLEO/I	-	":C,:CC,NRO Mission 9032:CM,MURAL 2,CORONA 39:CA"
S00277	277	1962 LAM 2	C  F        	Discoverer 39 camera door	-	1962 Apr 18	S00276	1962 Apr 18 0102?	Earth	1962 Apr 20	R	-	NRO/CIA	US	-	-	-	1	 	1	 	1	 	0	 	0	 	0	 	Pan	1962 Apr 19	201	?	504	?	73.5	 	LLEO/I	-	-
S00278	278	1962 LAM 3	C  F        	Discoverer 39 camera door	-	1962 Apr 18	S00276	1962 Apr 18 0102?	Earth	1962 Apr 21	R	-	NRO/CIA	US	-	-	-	1	 	1	 	1	 	0	 	0	 	0	 	Pan	1962 Apr 19	201	?	504	?	73.5	 	LLEO/I	-	-
S00279	279	1962 LAM 4	C  F        	Discoverer 39 camera door	-	1962 Apr 18	S00276	1962 Apr 18 0102?	Earth	1962 Apr 21	R	-	NRO/CIA	US	-	-	-	1	 	1	 	1	 	0	 	0	 	0	 	Pan	1962 Apr 19	201	?	504	?	73.5	 	LLEO/I	-	-
S00280	280	1962 MU 1	P   D       	Ranger 4	RA-4	1962 Apr 23	S00282	1962 Apr 23 2105	Earth	1962 Apr 26 1250	DSO	D00024	JPL	US	JPL	Ranger Block II	-	188	 	188	 	336	 	1	 	1.5	 	5.2	 	Hex Cyl + 2 Pan	1962 Apr 26	200	?	     Inf	 	29.4	?	EEO	-	-
S00281	281	1962 NU 1	P           	Kosmos-3	2MS No. 1	1962 Apr 24	S00283	1962 Apr 24 0407	Earth	1962 Oct 17	R	-	OKB1	SU	OKB1	MS	-	251	 	251	 	251	 	1.8	?	1.2	?	1.8	?	Ell	1962 Jun 13	226	 	632	 	49	 	LLEO/I	-	-
S00282	282	1962 MU 2	R2  D       	Agena B 6004	Agena B 6004	1962 Apr 23	R05801	1962 Apr 23 2057	Earth	1962 Apr 26?	DSO	D00023	MSFC	US	LMSC	Agena B	-	2240	?	715	 	715	?	6.3	 	1.5	 	6.3	 	Cyl	1962 Apr 26	200	?	     Inf	 	29.4	?	EEO	-	-
S00283	283	1962 NU 2	R2          	S1	S1	1962 Apr 24	R05803	1962 Apr 24 0407	Earth	1962 Aug  5	R	-	RVSN	SU	OKB586	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1962 Jun 13	225	 	567	 	48.99	 	LLEO/I	-	-
S00284	284	1962 XI 2	R3          	8K72KE	8K72KE	1962 Apr 26	R05817	1962 Apr 26 1012	Earth	1962 Jun 17	R	-	RVSN	SU	PROG	Blok-E	-	1440	 	1440	 	1440	 	3.8	 	2.6	 	3.8	 	Cyl	1962 May 13	287	 	288	 	64.95	 	LLEO/I	-	-
S00285	285	1962 OMI 1	P           	Ariel 1	UK 1	1962 Apr 26	S00288	1962 Apr 26 1828	Earth	1976 May 24	R	-	BNC	UK	GSFC/WTA	Ariel	-	60	 	60	 	62	 	0.6	 	0.6	 	3	 	Cyl + 4 Pan + 2 Ant	1962 Jun 14	397	 	1202	 	53.86	 	LEO/I	-	NASA S-51:P
S00286	286	1962 PI	P A         	FTV 2401	SAMOS E-6 No. 1	1962 Apr 26	A00192	1962 Apr 26 1905	Earth	1962 Apr 28	AR	-	AFSMS	US	GEVF	Samos 201	-	400	?	400	?	1932	?	2	 	1.5	 	2.5	 	Cyl	1962 Apr 26	209	 	219	 	92	?	LLEO/P	-	AFP-201 PVP 851
S00287	287	1962 XI 1	P           	Kosmos-4	Zenit-2 No. 2L	1962 Apr 26	S00284	1962 Apr 26 1012	Earth	1962 Apr 29 0910?	L	KRZ?	OKB1	SU	OKB1	Zenit-2	-	2100	 	2100	 	4700	 	6.5	?	2.4	?	6.5	?	Sphere + DCone	1962 Apr 26	298	 	330	 	65	 	LLEO/I	-	-
S00288	288	1962 OMI 2	R3          	Altair	Altair X-248-A5DM SV-186	1962 Apr 26	R05827	1962 Apr 26 1811	Earth	1971 Apr 28 1400?	R	-	GSFC	US	ABL	Altair	-	24	 	24	 	43	 	1.5	 	0.5	 	1.5	 	Cyl	1962 Jun 15	398	 	1204	 	53.86	 	LEO/I	-	-
S00289	289	1962 XI 3	C  X        	Kosmos-4 part	-	1962 Apr 26	S00287	1962 Apr 26 1012?	Earth	1962 May  3	R	-	OKB1	SU	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Apr 26	298	?	330	?	65	 	LLEO/I	-	-
S00290	290	1962 RHO 1	P A         	FTV 1125	CORONA M-3	1962 Apr 29	A00194	1962 Apr 29 0037	Earth	1962 May 26	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	185	 	185	 	1195	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 May 10	190	 	414	 	73.11	 	LLEO/I	-	":UF,:CC,NRO Mission 9033:CM,MURAL 3,CORONA 40:CA"
S00291	291	1962 RHO 2	C  F        	CORONA camera door	-	1962 Apr 29	S00290	1962 Apr 29 0037?	Earth	1962 May  1	R	-	NRO/CIA	US	-	-	-	1	?	1	?	1	?	0.1	 	0	 	0.1	 	Pan	1962 May 10	190	?	414	?	73.11	 	LLEO/I	-	-
S00292	292	1962 SIG 1	P A         	FTV 1126	ARGON 5	1962 May 15	A00202	1962 May 15 1943	Earth	1963 Nov 26	AR	-	NRO/ACE	US	LMSC	CORONA ARGON	-	162	 	162	 	1072	 	1.3	 	1.5	 	1.3	 	Frust	1962 Jun 20	284	 	632	 	82.3	 	LLEO/I	-	":UF,:CC,NRO Mission 9034A:CM,CORONA 41:CA"
S00293	293	1962 SIG 2	C  F        	ARGON camera door	-	1962 May 15	S00292	1962 May 15 1943?	Earth	1962 Jul  3	R	-	AFSSD	US	-	-	-	1	?	1	?	1	?	0.1	 	0	 	0.1	 	Pan	1962 Jun 11	272	 	533	 	82.2	 	LLEO/I	-	-
S00294	294	1962 SIG 3	C  F        	ARGON camera door	-	1962 May 15	S00292	1962 May 15 1943?	Earth	1962 Jul 13	R	-	AFSSD	US	-	-	-	1	?	1	?	1	?	0.1	 	0	 	0.1	 	Pan	1962 Jun 14	285	 	552	 	82.28	 	LLEO/I	-	-
S00295	295	1962 TAU 1	PH H        	Aurora Seven	Mercury SC18	1962 May 24	S00296	1962 May 24 1250:30	Earth	1962 May 24 1741:21	L	19.50N 64.25W	MSC	US	MCDA	Mercury	-	1149	 	1149	 	1354	?	2.9	 	1.8	 	2.9	 	Frust	1962 May 24	154	 	260	 	32.5	 	LLEO/I	-	Mercury MA-7
S00296	296	1962 TAU 2	R1          	Atlas D 107D	Atlas D 107D	1962 May 24	-	1962 May 24 1250:26	Earth	1962 May 25	R	-	MSC	US	GDC	Atlas	-	3400	 	3400	 	3400	 	20	 	3	 	20	 	Cyl	1962 May 24	154	 	260	 	32.5	 	LLEO/I	-	-
S00297	297	1962 UPS 1	P           	Kosmos-5	2MS No. 2	1962 May 28	S00298	1962 May 28 0307	Earth	1963 May  2	R	-	OKB1	SU	OKB1	MS	-	252	 	252	 	252	 	1.8	?	1.2	?	1.8	?	Ell	1962 Jul  2	207	 	1500	 	49.06	 	LEO/I	-	-
S00298	298	1962 UPS 2	R2          	S1	S1	1962 May 28	R05915	1962 May 28 0307	Earth	1962 Dec 15	R	-	RVSN	SU	OKB586	S1	-	840	 	840	 	840	 	8	 	1.6	 	8	 	Cyl	1962 Jun 30	211	 	1466	 	49.05	 	LEO/I	-	-
S00299	299	1961 OMI 87	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 May 25	886	 	1216	 	67.21	 	LEO/I	-	-
S00300	300	1961 OMI 88	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1979 Dec 15	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 May 22	800	 	982	 	66.85	 	LEO/I	-	-
S00301	301	1961 OMI 89	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Apr  8	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 May 29	824	 	978	 	66.87	 	LEO/I	-	-
S00302	302	1962 PHI 1	P A         	FTV 1128	CORONA M-4	1962 May 30	A00213	1962 May 30 0107	Earth	1962 Jun 11	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	181	 	181	 	1241	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Jun  4	192	 	315	 	74.1	 	LLEO/I	-	":UF,:CC,NRO Mission 9035:CM,CORONA 42:CA,MURAL 4"
S00303	303	1962 PHI 2	C  F        	CORONA experiment door?	-	1962 May 30	A00213	1962 May 30 0107?	Earth	1962 Jun  2	R	-	NRO/CIA	US	-	-	-	1	?	1	?	1	?	0.1	 	0	 	0.1	 	Pan	1962 May 30	193	 	351	 	74.1	 	LLEO/I	-	-
S00304	304	1962 CHI 1	P A         	FTV 1127	CORONA M-5	1962 Jun  2	A00215	1962 Jun  2 0034	Earth	1962 Jun 28	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	163	 	163	 	1223	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Jun 10	196	 	373	 	74.25	 	LLEO/I	-	":UF,:CC,NRO Mission 9036:CM,CORONA 43:CA,MURAL 5"
S00305	305	1962 CHI 2	P           	OSCAR 2	OSCAR 2	1962 Jun  2	A00215	1962 Jun  2 0100?	Earth	1962 Jun 21	R	-	OSCAR	US	OSCAR	OSCAR	-	5	 	5	 	5	 	0.1	 	0.2	 	0.3	 	Box	1962 Jun 10	188	 	340	 	74.29	 	LLEO/I	-	-
S00306	306	1962 CHI 3	C  F        	CORONA experiment door?	-	1962 Jun  2	A00215	1962 Jun  2 0100?	Earth	1962 Jun  6	R	-	NRO/CIA	US	-	-	-	1	?	1	?	1	?	0.1	 	0	 	0.1	 	Pan	1962 Jun  2	177	 	359	 	74.26	 	LLEO/I	-	-
S00307	307	1962 PSI	P A         	FTV 2402	SAMOS E-6 No. 2	1962 Jun 17	A00221	1962 Jun 17 1823	Earth	1962 Jun 18 1750?	AR	-	AFSMS	US	GEVF	Samos 201	-	400	?	400	?	1932	?	2.5	 	1.5	 	2.5	 	Cyl	1962 Jun 17	199	 	199	 	96.3	 	LLEO/S	-	AFP-201 PVP 852
S00308	308	1962 OME 1	P A         	FTV 2312	Project 102 Group 2-D	1962 Jun 18	A00223	1962 Jun 18 2027	Earth	1963 Oct 30	AR	-	NRO/SAFSP	US	LMSC/CHAIL	SAMOS F-2	-	345	 	345	 	1145	 	4	?	1.5	 	4	?	Irr	1962 Jul 18	370	 	395	 	82.11	 	LLEO/I	-	":UF,:P,NRO Mission 7152:CM,Ferret 2:JP"
S00309	309	1962 A ALP 1	P           	Tiros 5	Tiros E	1962 Jun 19	S00311	1962 Jun 19 1242?	Earth	-	O	-	GSFC	US	RCA	Tiros	-	129	 	129	 	129	 	0.6	 	1.1	 	1.1	 	Cyl	1962 Jul 20	585	 	975	 	58.07	 	LEO/I	-	":N,:NB,NASA A-50:NA2"
S00310	310	1962 OME 2	C  X        	deb USAF satellite/Agena B	Ferret sensor cover?	1962 Jun 18	S00308	1962 Jun 18 2030?	Earth	1962 Jul 12	R	-	SAFSP	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jul  2	342	 	342	 	82.11	 	LLEO/I	-	-
S00311	311	1962 A ALP 2	R3          	Altair	Altair X-248-A5	1962 Jun 19	R06023	1962 Jun 19 1232?	Earth	1990 Nov 28	R	-	GSFC	US	ABL	Altair	-	24	 	24	 	24	 	1.5	 	0.5	 	1.5	 	Cyl	1962 Jul 24	588	 	967	 	58.08	 	LEO/I	-	-
S00312	312	1962 A ALP 3	C  Y        	Tiros 5 despin weight	Despin weight	1962 Jun 19	S00309	1962 Jun 19 1245?	Earth	-	O	-	GSFC	US	RCA	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1962 Aug 15	602	 	1080	 	58.18	 	LEO/I	-	-
S00313	313	1962 A ALP 4	C  Y        	Tiros 5 despin weight	Despin weight	1962 Jun 19	S00309	1962 Jun 19 1245?	Earth	1992 Mar  2	R	-	GSFC	US	RCA	-	-	1	?	1	?	1	?	3.5	 	0	 	3.5	 	Cable + Box	1963 Feb 15	564	 	867	 	57.99	 	LEO/I	-	-
S00314	314	1962 OME 3	C  X        	deb USAF satellite/Agena B	Ferret sensor cover?	1962 Jun 18	S00308	1962 Jun 18 2030?	Earth	1962 Jul 14	R	-	SAFSP	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jul  3	350	 	350	 	82.11	 	LLEO/I	-	-
S00315	315	1962 A BET	P A         	FTV 1129	CORONA M-6	1962 Jun 23	A00224	1962 Jun 23 0037	Earth	1962 Jul  7	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	171	 	171	 	1231	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Jun 29	208	 	267	 	75.09	 	LLEO/I	-	":UF,:CC,NRO Mission 9037:CM,CORONA 44:CA,MURAL 6"
S00316	316	1962 A GAM	P A         	FTV 1151	CORONA M-7	1962 Jun 28	A00228	1962 Jun 28 0116	Earth	1962 Sep 14	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	190	 	190	 	1250	 	2.3	 	1.5	 	2.3	 	Frust + Cyl	1962 Jul 30	193	 	583	 	76.08	 	LLEO/I	-	":UF,:CC,NRO Mission 9038:CM,CORONA 45:CA,MURAL 7"
S00317	317	1961 OMI 90	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Jan 11	R	-	AFSSD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 28	698	 	977	 	66.43	 	LEO/I	-	-
S00318	318	1961 OMI 91	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 27	689	 	1008	 	66.51	 	LEO/I	-	-
S00319	319	1961 OMI 92	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1981 Jul 23	R	-	AFSSD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 27	660	 	976	 	66.85	 	LEO/I	-	-
S00320	320	1961 OMI 93	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 27	734	 	978	 	66.91	 	LEO/I	-	-
S00321	321	1961 OMI 94	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1969 Feb 26	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 27	408	 	956	 	67.03	 	LEO/I	-	-
S00322	322	1961 OMI 95	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1969 Jun  6	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 29	468	 	946	 	67.1	 	LEO/I	-	-
S00323	323	1961 OMI 96	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 27	862	 	996	 	66.85	 	LEO/I	-	-
S00324	324	1961 OMI 97	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1964 Apr  4	861	 	999	 	66.87	 	LEO/I	-	-
S00325	325	1961 OMI 98	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 26	877	 	979	 	66.92	 	LEO/I	-	-
S00326	326	1961 OMI 99	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1979 Oct  7	R	-	AFBMD	US	-	-	-	0	 	0	 	0	 	0	 	0	 	0	 	-	1962 Jun 28	582	 	966	 	66.94	 	LEO/I	-	-
